Row,No Extraction,No Annotation,Wrong Range,Wrong Tag,Wrong Range and tag,Num correct tags,Sentence
886,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Lữ', 'đoàn', '241']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['tỉnh', 'Ninh', 'Bình']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Viện', 'Vệ', 'sinh', 'dịch', 'tễ', 'trung', 'ương'])]","['Sau', 'khi', 'nhập', 'cảnh', ',', 'bệnh', 'nhân', 'được', 'chuyển', 'tới', 'khu', 'cách', 'ly', 'tập', 'trung', 'tại', 'Lữ', 'đoàn', '241', ',', 'tỉnh', 'Ninh', 'Bình', 'và', 'lấy', 'mẫu', 'bệnh', 'phẩm', 'chuyển', 'đến', 'Viện', 'Vệ', 'sinh', 'dịch', 'tễ', 'trung', 'ương', '.']"
887,"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['O', 'O', 'O'], ['Bệnh', 'viện', 'C']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['O', 'O', 'O', 'O', 'O', 'O'], ['Bệnh', 'viện', 'Chấn', 'thương', 'Chỉnh', 'hình'])]",[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Đà', 'Nẵng']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['419'])]","['Các', 'chuyên', 'gia', 'cũng', 'đánh', 'giá', 'qua', 'rà', 'soát', 'ban', 'đầu', ',', 'các', 'bệnh', 'nhân', 'đều', 'có', 'điểm', 'chung', 'là', 'có', 'thời', 'gian', 'từng', 'đến', 'bệnh', 'viện', '(', 'Bệnh', 'viện', 'Đà', 'Nẵng', ',', 'Bệnh', 'viện', 'C', ',', 'Bệnh', 'viện', 'Chấn', 'thương', 'Chỉnh', 'hình', ')', ',', '3', 'bệnh', 'viện', 'này', 'lại', 'có', 'vị', 'trí', 'khá', 'gần', 'nhau', ',', 'thậm', 'chí', 'bệnh', 'nhân', '/', 'người', 'nhà', 'có', 'thể', 'từ', 'bệnh', 'viện', 'này', 'sang', 'bệnh', 'viện', 'khác', 'sử', 'dụng', 'căngtin', '(', 'bệnh', 'nhân', '419', ')', '.']"
888,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hà', 'Nội']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['86']), (['B-JOB', 'I-JOB'], ['B-JOB', 'I-JOB'], ['y', 'tá']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Bạch', 'Mai']), (['B-DATE'], ['B-DATE'], ['9']), (['B-DATE'], ['B-DATE'], ['14/3'])]","['Chủ', 'tịch', 'Hà', 'Nội', 'chỉ', 'ra', 'thực', 'tế', '""', 'bệnh', 'nhân', '86', '""', '(', 'y', 'tá', 'Bệnh', 'viện', 'Bạch', 'Mai', ')', 'từ', 'ngày', '9', 'đến', '14/3', 'đã', 'phát', 'thuốc', 'cho', 'khoảng', '2.000', 'bệnh', 'nhân', 'HIV', '.']"
889,"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['O', 'O', 'O'], ['khoa', 'dinh', 'dưỡng'])]",[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['17', '-', '8']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Ban', 'chỉ', 'đạo', 'phòng', 'chống', 'dịch', 'COVID', '-', '19', 'tỉnh', 'Quảng', 'Nam']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['964']), (['B-AGE'], ['B-AGE'], ['49']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['phường', 'An', 'Mỹ']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['TP', 'Tam', 'Kỳ']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Quảng', 'Nam']), (['B-JOB', 'I-JOB', 'I-JOB', 'I-JOB'], ['B-JOB', 'I-JOB', 'I-JOB', 'I-JOB'], ['nhân', 'viên', 'hành', 'chính']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Trung', 'tâm', 'kiểm', 'soát', 'bệnh', 'tật', 'tỉnh', 'Quảng', 'Nam']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['CDC', 'Quảng', 'Nam'])]","['Trưa', '17', '-', '8', ',', 'Ban', 'chỉ', 'đạo', 'phòng', 'chống', 'dịch', 'COVID', '-', '19', 'tỉnh', 'Quảng', 'Nam', 'đã', 'có', 'thông', 'tin', 'thêm', 'về', 'dịch', 'tễ', 'của', 'bệnh', 'nhân', '964', '(', '49', 'tuổi', ',', 'trú', 'phường', 'An', 'Mỹ', ',', 'TP', 'Tam', 'Kỳ', ',', 'Quảng', 'Nam', ')', ',', 'là', 'nhân', 'viên', 'hành', 'chính', 'của', 'khoa', 'dinh', 'dưỡng', 'thuộc', 'Trung', 'tâm', 'kiểm', 'soát', 'bệnh', 'tật', 'tỉnh', 'Quảng', 'Nam', '(', 'CDC', 'Quảng', 'Nam', ')', '.']"
890,"[(['B-SYMPTOM_AND_DISEASE'], ['O'], ['nấc']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['O', 'O', 'O', 'O'], ['trào', 'ngược', 'dạ', 'dày'])]",[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['27', '-', '7']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['tức', 'ngực']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['36', 'Ngô', 'Quyền']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['phường', 'Phạm', 'Ngũ', 'Lão']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hải', 'Dương'])]","['Ngày', '27', '-', '7', ',', 'bệnh', 'nhân', 'xuất', 'hiện', 'nấc', ',', 'tức', 'ngực', ',', 'đi', 'khám', 'tại', 'phòng', 'khám', 'tư', '(', 'địa', 'chỉ', '36', 'Ngô', 'Quyền', ',', 'phường', 'Phạm', 'Ngũ', 'Lão', ',', 'Hải', 'Dương', ')', 'và', 'được', 'chẩn', 'đoán', 'bị', 'trào', 'ngược', 'dạ', 'dày', '.']"
891,[],[],[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['sốc', 'nhiễm', 'khuẩn']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'đa', 'tạng', 'không', 'phục', 'hồi']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['viêm', 'phổi']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'thận', 'mãn']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['tăng', 'huyết', 'áp']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['tụ', 'máu', 'ngoài', 'màng', 'cứng']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['rối', 'loạn', 'đông', 'máu']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'kiệt', 'nặng'])]","['Chẩn', 'đoán', 'khi', 'tử', 'vong', 'là', 'sốc', 'nhiễm', 'khuẩn', ',', 'suy', 'đa', 'tạng', 'không', 'phục', 'hồi', ',', 'viêm', 'phổi', 'trên', 'bệnh', 'nhân', 'suy', 'thận', 'mãn', ',', 'chạy', 'thận', 'nhân', 'tạo', 'chu', 'kỳ', ',', 'tăng', 'huyết', 'áp', ',', 'tụ', 'máu', 'ngoài', 'màng', 'cứng', ',', 'rối', 'loạn', 'đông', 'máu', 'và', 'suy', 'kiệt', 'nặng', '.']"
892,"[(['B-LOCATION'], ['O'], ['Urumqi'])]",[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Uỷ', 'ban', 'Y', 'tế', 'Tân', 'Cương']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['đau', 'họng']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['sốt']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['đau', 'đầu'])]","['Chiều', 'qua', ',', 'Uỷ', 'ban', 'Y', 'tế', 'Tân', 'Cương', 'thông', 'báo', 'thêm', 'một', 'ca', 'nhiễm', 'mới', 'là', 'nữ', 'nhân', 'viên', 'làm', 'trong', 'ngành', 'bán', 'lẻ', ',', '24', 'tuổi', ',', 'ở', 'Urumqi', ',', 'bị', 'đau', 'họng', ',', 'sốt', ',', 'đau', 'đầu', 'và', 'đã', 'nhập', 'viện', 'bằng', 'xe', 'cấp', 'cứu', '.']"
893,[],[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['1/4']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Trung', 'ương', 'Huế']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Cần', 'Giờ', 'TP', 'HCM'])]","['Dự', 'kiến', 'hôm', 'nay', 'và', 'ngày', '1/4', ',', 'thêm', '4', 'bệnh', 'nhân', 'được', 'công', 'bố', 'khỏi', 'bệnh', 'ở', 'Bệnh', 'viện', 'Trung', 'ương', 'Huế', 'và', 'Bệnh', 'viện', 'Cần', 'Giờ', 'TP', 'HCM', '.']"
894,[],[],[],[],[],"[(['B-LOCATION'], ['B-LOCATION'], ['Nga']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['24', '-', '6'])]","['Bệnh', 'nhân', 'có', 'tiền', 'sử', 'mắc', 'COVID', '-', '19', 'và', 'điều', 'trị', 'khỏi', 'tại', 'Nga', 'ngày', '24', '-', '6', '.']"
895,[],[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['22', '-', '5']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Ban', 'Chỉ', 'đạo', 'phòng', 'chống', 'dịch', 'bệnh', 'COVID', '-', '19', 'tỉnh', 'Hậu', 'Giang']), (['B-NAME'], ['B-NAME'], ['H.H.T.']), (['B-AGE'], ['B-AGE'], ['52']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['phường', '1']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['TP', 'Vị', 'Thanh']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['tỉnh', 'Hậu', 'Giang'])]","['Ngày', '22', '-', '5', ',', 'thông', 'tin', 'từ', 'Ban', 'Chỉ', 'đạo', 'phòng', 'chống', 'dịch', 'bệnh', 'COVID', '-', '19', 'tỉnh', 'Hậu', 'Giang', 'cho', 'biết', 'qua', 'rà', 'soát', 'có', '66', 'người', 'đã', 'từng', 'tiếp', 'xúc', 'với', 'ông', 'H.H.T.', '(', '52', 'tuổi', ')', 'ngụ', 'phường', '1', ',', 'TP', 'Vị', 'Thanh', ',', 'tỉnh', 'Hậu', 'Giang', '.']"
896,[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'B-LOCATION', 'I-LOCATION'], ['Bình', 'Sơn', 'Quảng', 'Ngãi'])]",[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['886']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['886']), (['B-GENDER'], ['B-GENDER'], ['Nữ']), (['B-AGE'], ['B-AGE'], ['64']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Đà', 'Nẵng'])]","['Ca', 'bệnh', '886', '(', 'bệnh', 'nhân', '886', ')', ':', 'Nữ', ',', '64', 'tuổi', ',', 'Bình', 'Sơn', 'Quảng', 'Ngãi', ',', 'là', 'người', 'nhà', 'bệnh', 'nhân', 'điều', 'trị', 'tại', 'Bệnh', 'viện', 'Đà', 'Nẵng', '.']"
897,[],[],[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['viêm', 'đường', 'hô', 'hấp', 'cấp', 'tính']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['ho']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['sốt']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['khó', 'thở'])]","['Bệnh', 'viện', 'bố', 'trí', 'buồng', 'khám', 'bệnh', 'riêng', 'đối', 'với', 'người', 'có', 'triệu', 'chứng', 'viêm', 'đường', 'hô', 'hấp', 'cấp', 'tính', '(', 'ho', ',', 'sốt', ',', 'khó', 'thở', '.']"
898,"[(['B-LOCATION', 'I-LOCATION'], ['O', 'O'], ['miền', 'Trung'])]",[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['135']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Trung', 'tâm', 'Quốc', 'phòng', 'Quân', 'khu', '5']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Bệnh', 'Nhiệt', 'đới', 'Trung', 'ương', 'cơ', 'sở', 'Đông', 'Anh'])]","['Các', 'ca', 'còn', 'lại', 'ghi', 'nhận', 'hôm', 'nay', ',', 'trừ', '""', 'bệnh', 'nhân', '135', '""', 'đang', 'được', 'cách', 'ly', 'tập', 'trung', 'tại', 'Trung', 'tâm', 'Quốc', 'phòng', 'Quân', 'khu', '5', 'ở', 'miền', 'Trung', ',', '5', 'bệnh', 'nhân', 'khác', 'điều', 'trị', 'tại', 'Bệnh', 'viện', 'Bệnh', 'Nhiệt', 'đới', 'Trung', 'ương', 'cơ', 'sở', 'Đông', 'Anh', '.']"
899,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['570']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['cơ', 'sở', '2', 'Trung', 'tâm', 'Y', 'tế', 'huyện', 'Bình', 'Sơn'])]","['Bệnh', 'nhân', '570', 'sau', 'khi', 'dương', 'tính', 'với', 'COVID', '-', '19', 'được', 'chuyển', 'đến', 'cơ', 'sở', '2', 'Trung', 'tâm', 'Y', 'tế', 'huyện', 'Bình', 'Sơn', 'điều', 'trị']"
900,[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['số', '624', 'Nguyễn', 'Chí', 'Thanh'])]",[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['450']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['khách', 'sạn', 'Thanh', 'Danh', '2']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['phường', '4']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['quận', '11']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['TP.', 'HCM']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['đường', 'Châu', 'Văn', 'Liêm']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bộ', 'Y', 'tế'])]","['Cụ', 'thể', ',', 'địa', 'chỉ', 'khách', 'sạn', 'bệnh', 'nhân', '450', 'lưu', 'trú', 'là', 'khách', 'sạn', 'Thanh', 'Danh', '2', ',', 'số', '624', 'Nguyễn', 'Chí', 'Thanh', ',', 'phường', '4', ',', 'quận', '11', ',', 'TP.', 'HCM', '(', 'không', 'phải', 'ở', 'đường', 'Châu', 'Văn', 'Liêm', 'như', 'nhiều', 'báo', 'đưa', 'tin', 'và', 'dẫn', 'nguồn', 'từ', 'Bộ', 'Y', 'tế', '-', 'PV', ')', '.']"
901,[],[],"[(['B-DATE'], ['I-DATE'], ['26/4'])]",[],[],"[(['B-DATE'], ['B-DATE'], ['25'])]","['Các', 'xét', 'nghiệm', 'ngày', '25', '-', '26/4', 'kết', 'quả', 'dương', 'tính', '.']"
902,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['34']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['10', '-', '3']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Ban', 'chỉ', 'đạo', 'phòng', 'chống', 'dịch', 'COVID', '-', '19', 'Bình', 'Thuận'])]","['Tại', 'cuộc', 'họp', 'khẩn', 'liên', 'quan', 'đến', 'bệnh', 'nhân', 'thứ', '34', 'vào', 'tối', '10', '-', '3', 'của', 'Ban', 'chỉ', 'đạo', 'phòng', 'chống', 'dịch', 'COVID', '-', '19', 'Bình', 'Thuận', ',', 'ông', 'Nguyễn', 'Quốc', 'Việt', '-', 'giám', 'đốc', 'Sở', 'Y', 'tế', 'tỉnh', '-', 'cho', 'biết', 'đã', 'xác', 'định', '17', 'trường', 'hợp', 'tiếp', 'xúc', 'gần', '(', 'F', '1', ')', '.']"
903,[],[],"[(['B-DATE'], ['I-DATE'], ['5'])]",[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['91']), (['B-JOB', 'I-JOB'], ['B-JOB', 'I-JOB'], ['phi', 'công']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['18', '-', '3']), (['B-DATE', 'I-DATE'], ['B-DATE', 'I-DATE'], ['tháng', '4'])]","['Bệnh', 'nhân', '91', 'phi', 'công', 'người', 'Anh', 'nhập', 'viện', 'ngày', '18', '-', '3', ',', 'đến', 'nay', 'đã', 'trải', 'qua', '100', 'ngày', 'điều', 'trị', 'tại', '2', 'bệnh', 'viện', ',', 'thời', 'điểm', 'tháng', '4', '-', '5', 'bệnh', 'chuyển', 'biến', 'nặng', ',', 'bệnh', 'nhân', 'phải', 'thở', 'máy', ',', 'sử', 'dụng', 'thiết', 'bị', 'tim', 'phổi', 'nhân', 'tạo', ',', 'lọc', 'máu', 'liên', 'tục', ',', 'đã', 'có', 'thời', 'điểm', 'tính', 'đến', 'phương', 'án', 'ghép', 'phổi', ',', 'ghép', 'thận', 'để', 'cứu', 'tính', 'mạng', 'bệnh', 'nhân', '.']"
