Row,No Extraction,Wrong Tag,Wrong Range,Wrong Range and tag,Num correct tags,Sentence
185,[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['khoa', 'thận', 'nhân_tạo'])]",[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION'], ['Bệnh_viện', 'Bạch_Mai']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Bạch_Mai'])]","['GS.TS', 'Nguyễn_Quang_Tuấn', '-', 'giám_đốc', 'Bệnh_viện', 'Bạch_Mai', '-', 'cho', 'biết', 'khoa', 'thận', 'nhân_tạo', 'của', 'Bệnh_viện', 'Bạch_Mai', 'vẫn', 'đang', 'hoạt_động', ',', 'tất_cả', 'các', 'bệnh_nhân', 'chạy', 'thận', 'nhân_tạo', 'trong', 'bệnh_viện', 'đã', 'kê_khai', 'y_tế', ',', 'dịch_tễ', ',', 'cam_kết', 'tự', 'cách_ly', 'theo', 'đúng', 'hướng_dẫn', '.']"
186,[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['O', 'B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['cảm_thấy', 'khó_chịu', 'trong', 'người'])]",[],"[(['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['sốt'])]","['Bệnh_nhân', 'được', 'đưa', 'đến', 'bệnh_viện', 'sau', 'khi', 'bị', 'sốt', 'và', 'cảm_thấy', 'khó_chịu', 'trong', 'người', '.']"
187,[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bệnh_viện', 'Đa_khoa', 'Hà_Đông'])]",[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['UBND', 'TP', 'Hà_Nội']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['714']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['ho']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['sốt']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Phổi', 'trung_ương']), (['B-LOCATION'], ['B-LOCATION'], ['Hà_Nội']), (['B-LOCATION'], ['B-LOCATION'], ['Hà_Nội']), (['B-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION'], ['Bộ', 'Y_tế'])]","['Trước', 'đó', ',', 'Chủ_tịch', 'UBND', 'TP', 'Hà_Nội', 'Nguyễn_Đức_Chung', 'cho', 'biết', 'đã', 'phê_bình', 'Bệnh_viện', 'Đa_khoa', 'Hà_Đông', 'khi', 'bệnh_nhân', '714', 'có', 'biểu_hiện', 'ho', ',', 'sốt', 'nhưng', 'không', 'xét_nghiệm', 'PCR', ',', 'mà', 'hướng_dẫn', 'lên', 'Bệnh_viện', 'Phổi', 'trung_ương', 'khám', ',', 'dù', 'trước', 'đó', 'Hà_Nội', 'đã', 'chỉ_đạo', 'các', 'bệnh_viện', 'ở', 'Hà_Nội', 'phân_luồng', 'tiếp_nhận', 'bệnh_nhân', 'theo', 'quy_trình', 'của', 'Bộ', 'Y_tế', 'khi', 'có', 'dịch', '.']"
188,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['9', '-', '8']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['sốt', 'hơn', '38', 'độ']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['đau', 'họng'])]","['Đến', 'ngày', '9', '-', '8', ',', 'có', 'biểu_hiện', 'sốt', 'hơn', '38', 'độ', 'và', 'đau', 'họng', '.']"
189,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Tỉnh', 'Quảng_Ngãi']), (['B-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION'], ['nhà_xe', 'Thanh_Hường']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['419'])]","['Tỉnh', 'Quảng_Ngãi', 'yêu_cầu', 'xử_lý', 'nhà_xe', 'Thanh_Hường', 'khi', 'không', 'cung_cấp', 'được', 'danh_tính', 'hành_khách', 'đi', 'cùng', 'bệnh_nhân', '419', '.']"
190,[],[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['viêm', 'cả', 'hai', 'lá', 'phổi']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['khó', 'thở'])]","['Cách_thức', 'tấn_công', 'này', 'khiến', 'nhiều', 'bệnh_nhân', 'COVID', '-', '19', 'bị', 'viêm', 'cả', 'hai', 'lá', 'phổi', ',', 'đi', 'kèm', 'triệu_chứng', 'khó', 'thở', ',', 'giáo_sư', 'Frieman', 'cho', 'biết', '.']"
191,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['17', '-', '3']), (['B-LOCATION'], ['B-LOCATION'], ['Paris']), (['B-LOCATION'], ['B-LOCATION'], ['Pháp']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Hãng', 'hàng_không', 'AirFrance']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['AF258']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['sân_bay', 'Tân_Sơn_Nhất']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['18', '-', '3'])]","['Ngày', '17', '-', '3', ',', 'bệnh_nhân', 'từ', 'Paris', '-', 'Pháp', 'lên', 'chuyến', 'bay', 'của', 'Hãng', 'hàng_không', 'AirFrance', 'số_hiệu', 'AF258', ',', 'số', 'ghế', '33H', 'tới', 'sân_bay', 'Tân_Sơn_Nhất', 'ngày', '18', '-', '3', '.']"
192,[],[],[],[],"[(['B-NAME'], ['B-NAME'], ['N.G.L.']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['xã', 'Quất_Lưu']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['huyện', 'Bình_Xuyên']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['tỉnh', 'Vĩnh_Phúc']), (['B-NAME'], ['B-NAME'], ['P.T.B.']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['22', '-', '1'])]","['Cháu', 'bé', 'N.G.L.', ',', 'ở', 'xã', 'Quất_Lưu', ',', 'huyện', 'Bình_Xuyên', ',', 'tỉnh', 'Vĩnh_Phúc', ',', 'được', 'xác_định', 'nhiễm', 'COVID', '-', '19', 'từ', 'bà', 'ngoại', 'P.T.B.', ',', 'người', 'trước', 'đó', 'đã', 'tiếp_xúc', 'với', 'bệnh_nhân', 'dương_tính', 'COVID', '-', '19', 'ngày', '22', '-', '1', '.']"
193,[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['tại', 'Bệnh_viện', 'Đa_khoa', 'Hà_Nam'])]",[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['188']), (['B-DATE'], ['B-DATE'], ['16/4'])]","['-', '""', 'Bệnh_nhân', '188', '""', 'điều_trị', 'tại', 'Bệnh_viện', 'Đa_khoa', 'Hà_Nam', ',', 'hai', 'lần', 'xét_nghiệm', 'âm_tính', ',', 'ra', 'viện', 'ngày', '16/4', '.']"
194,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['912']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['UBND', 'quận', 'Tân_Bình']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['phường', '1']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['phường', '2']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['quận', 'Tân_Bình'])]","['Liên_quan', 'đến', 'bệnh_nhân', 'COVID', '-', '19', 'thứ', '912', 'người', 'Trung_Quốc', 'nhập_cảnh', 'trái_phép', ',', 'lãnh_đạo', 'UBND', 'quận', 'Tân_Bình', 'cho', 'biết', 'bệnh_nhân', 'này', 'đã', 'tiếp_xúc', 'với', '50', 'công_an', 'tại', 'phường', '1', ',', 'phường', '2', '(', 'quận', 'Tân_Bình', ')', 'và', '13', 'nhân_viên', 'y_tế', '.']"
195,[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['thâm_nhiễm', '1/3', 'dưới', 'đáy', 'phổi'])]",[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Y_học', 'cổ_truyền', 'TP', 'HCM'])]","['Bệnh_nhân', 'đến', 'khám', 'tại', 'Bệnh_viện', 'Y_học', 'cổ_truyền', 'TP', 'HCM', ',', 'ảnh', 'chụp', 'X', '-', 'quang', 'cho', 'thấy', 'có', 'dấu_hiệu', 'thâm_nhiễm', '1/3', 'dưới', 'đáy', 'phổi', '.']"
196,[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['28/6'])]","['Trước', 'đó', ',', 'CDC', 'thành_phố', 'ghi_nhận', 'mẫu', 'bệnh_phẩm', 'lấy', 'vào', 'ngày', 'thứ', '20', 'sau', 'xuất_viện', 'của', 'cô', 'này', ',', 'tức', 'ngày', '28/6', ',', 'tái', 'dương_tính', '.']"
197,"[(['B-JOB'], ['O'], ['du_học_sinh'])]",[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['164']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['165']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['180']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['181,182'])]","['Những', 'người', 'ra', 'viện', 'chủ_yếu', 'là', 'du_học_sinh', 'về', 'nước', ',', 'cách_ly', 'tập_trung', 'ngay', 'tại', 'các', 'đơn_vị', 'quân_đội', ',', 'gồm', 'bệnh_nhân', 'số', '164', ',', '165', ',', '180', ',', '181,182', ',', '230', ',', '240', '.']"
198,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['262']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Trung_tâm', 'kiểm_soát', 'bệnh_tật', 'tỉnh', 'Bắc_Ninh']), (['B-DATE'], ['B-DATE'], ['14/4'])]","['Các', 'trường_hợp', 'liên_quan', 'đến', '""', 'bệnh_nhân', '262', '""', 'được', 'Trung_tâm', 'kiểm_soát', 'bệnh_tật', 'tỉnh', 'Bắc_Ninh', 'lấy', 'mẫu', 'xét_nghiệm', ',', 'dự_kiến', 'có', 'kết_quả', 'vào', 'tối', '14/4', '.']"
199,[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['9/8']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Thanh_Nhàn']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['viêm', 'phổi', 'nặng']), (['B-DATE'], ['B-DATE'], ['10/8']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Trung_tâm', 'Kiểm_soát', 'bệnh_tật', 'TP.', 'Hà_Nội'])]","['Ngày', '9/8', ',', 'ông', 'khám', 'và', 'nhập', 'Bệnh_viện', 'Thanh_Nhàn', 'với', 'chẩn_đoán', 'viêm', 'phổi', 'nặng', ',', 'ngày', '10/8', 'lấy', 'mẫu', 'gửi', 'Trung_tâm', 'Kiểm_soát', 'bệnh_tật', 'TP.', 'Hà_Nội', ',', 'kết_quả', 'lần', 'một', 'âm_tính', '.']"
200,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['khoa', 'tim_mạch', 'can_thiệp', 'Bệnh_viện', 'Đà_Nẵng']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['416']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['23', '-', '7'])]","['Trước', 'khi', 'khởi', 'bệnh', ',', 'bệnh_nhân', 'điều_trị', 'cùng', 'khoa', 'tim_mạch', 'can_thiệp', 'Bệnh_viện', 'Đà_Nẵng', ',', 'nằm', 'cùng', 'phòng', 'mẹ', 'bệnh_nhân', '416', 'và', 'ra', 'viện', 'ngày', '23', '-', '7', '.']"
201,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION'], ['Bộ', 'Y_tế']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['46']), (['B-NAME'], ['B-NAME'], ['N.T.D.']), (['B-AGE'], ['B-AGE'], ['30']), (['B-JOB'], ['B-JOB'], ['tiếp_viên']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Hãng', 'Hàng', 'không', 'Việt_Nam']), (['B-ORGANIZATION'], ['B-ORGANIZATION'], ['Vietnam_Airlines']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Q.Thanh', 'Xuân']), (['B-LOCATION'], ['B-LOCATION'], ['Hà_Nội'])]","['Theo', 'đó', ',', 'Bộ', 'Y_tế', 'cho', 'biết', 'bệnh_nhân', 'thứ', '46', 'là', 'cô', 'N.T.D.', ',', '30', 'tuổi', ',', 'tiếp_viên', 'của', 'Hãng', 'Hàng', 'không', 'Việt_Nam', '(', 'Vietnam_Airlines', ')', ',', 'địa_chỉ', 'ở', 'Q.Thanh', 'Xuân', ',', 'Hà_Nội', '.']"
202,[],[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['tiểu_cầu', 'hạ']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['da', 'xung', 'huyết', 'đỏ'])]","['Trong', 'khi', 'đó', ',', 'xét_nghiệm', 'công_thức', 'máu', 'thấy', 'tiểu_cầu', 'hạ', ',', 'kèm', 'da', 'xung', 'huyết', 'đỏ', ',', 'lúc', 'này', 'xét_nghiệm', 'test', 'Dengue', 'NS1', 'dương_tính', '.']"
203,[],[],"[(['B-PATIENT_ID', 'I-PATIENT_ID'], ['O', 'B-PATIENT_ID'], ['BN', '1050'])]",[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['1051']), (['B-LOCATION'], ['B-LOCATION'], ['Philippines']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['sân_bay', 'Cần_Thơ']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['VJ2527']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['6', '-', '9']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['thành_phố', 'Cần_Thơ'])]","['BN', '1050', '-', '1051', 'từ', 'Philippines', 'nhập_cảnh', 'sân_bay', 'Cần_Thơ', 'trên', 'chuyến', 'bay', 'VJ2527', 'ngày', '6', '-', '9', ',', 'được', 'cách_ly', 'tập_trung', 'ngay', 'sau', 'khi', 'nhập_cảnh', 'tại', 'khu', 'cách_ly', 'của', 'thành_phố', 'Cần_Thơ', '.']"
204,[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'O', 'O'], ['mất', 'vị_giác', 'và', 'thính_giác'])]",[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['khó', 'thở'])]","['Từ', 'ngày', 'năm', 'đến', 'ngày', 'bảy', ':', 'vẫn', 'cảm_thấy', 'khó', 'thở', ',', 'mất', 'vị_giác', 'và', 'thính_giác', 'nhưng', 'các', 'triệu_chứng', 'khác', 'dần', 'suy_giảm', '""', '.']"
205,"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['O', 'O', 'O', 'O'], ['sang_chấn', 'tâm_lý', 'rất', 'nặng'])]",[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['ung_thư', 'máu', 'thể', 'mãn_tính'])]","['Theo', 'ông', 'Khánh', ',', 'ngay', 'từ', 'khi', 'vào', 'viện', ',', 'các', 'bác_sĩ', 'đã', 'sàng_lọc', ',', 'người', 'tiếp_xúc', 'đều', 'có', 'có', 'đầy_đủ', 'trang_phục', 'bảo_hộ', ',', 'tuy_nhiên', 'do', 'bệnh_nhân', 'đang', 'bị', 'ung_thư', 'máu', 'thể', 'mãn_tính', ',', 'bạch_cầu', 'chỉ', 'còn', '1/50', 'so', 'với', 'bình_thường', ',', 'bị', 'sang_chấn', 'tâm_lý', 'rất', 'nặng', 'nên', 'bệnh_viện', 'đã', 'cử_nhân_viên', 'y_tế', 'và', 'nhân_viên', 'công_tác', 'xã_hội', 'đến', 'hỗ_trợ', '.']"
206,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['525']), (['B-AGE'], ['B-AGE'], ['90']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['777']), (['B-AGE'], ['B-AGE'], ['62']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['910']), (['B-AGE'], ['B-AGE'], ['6']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['909']), (['B-AGE'], ['B-AGE'], ['38']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['huyện', 'Duy_Xuyên']), (['B-LOCATION'], ['B-LOCATION'], ['Quảng_Nam'])]","['Các', 'bệnh_nhân', 'xuất_viện', 'gồm', 'bệnh_nhân', '525', '(', '90', 'tuổi', ')', ',', '777', '(', '62', 'tuổi', ')', ',', '910', '(', '6', 'tuổi', ')', 'và', 'bệnh_nhân', '909', '(', '38', 'tuổi', ')', ',', 'cả', 'bốn', 'cùng', 'trú', 'huyện', 'Duy_Xuyên', ',', 'Quảng_Nam', '.']"
207,[],[],[],[],"[(['B-NAME'], ['B-NAME'], ['T.']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['xe_khách', 'giường_nằm', 'Hoà_Hiệp']), (['B-TRANSPORTATION', 'I-TRANSPORTATION', 'I-TRANSPORTATION', 'I-TRANSPORTATION', 'I-TRANSPORTATION', 'I-TRANSPORTATION'], ['B-TRANSPORTATION', 'I-TRANSPORTATION', 'I-TRANSPORTATION', 'I-TRANSPORTATION', 'I-TRANSPORTATION', 'I-TRANSPORTATION'], ['72', 'LD', '-', '005', '.', '40']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['TP', 'Vị_Thanh'])]","['Tại', 'đây', ',', 'ông', 'T.', 'đi', 'xe_khách', 'giường_nằm', 'Hoà_Hiệp', '(', 'biển', 'số', '72', 'LD', '-', '005', '.', '40', ')', 'về', 'TP', 'Vị_Thanh', '.']"
208,"[(['B-GENDER'], ['O'], ['gái'])]",[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['5', '-', '8']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['861']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Trạm', 'y_tế', 'xã', 'Gio_Châu']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['huyện', 'Gio_Linh'])]","['Từ', '7h3', '0', '-', '8h3', '0', 'ngày', '5', '-', '8', ',', 'bệnh_nhân', '861', 'đưa', 'con', 'gái', 'đến', 'Trạm', 'y_tế', 'xã', 'Gio_Châu', ',', 'huyện', 'Gio_Linh', 'để', 'tiêm', 'phòng', 'cho', 'con', '.']"
209,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['7', '-', '3']), (['B-NAME'], ['B-NAME'], ['S.']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['TP', 'Phan_Thiết'])]","['Đến', 'tối', '7', '-', '3', ',', 'ông', 'S.', 'đi', 'TP', 'Phan_Thiết', 'cùng', 'vợ', 'và', 'con', '.']"
210,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Trung_tâm', 'Y_tế', 'Hàng_không']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Bệnh', 'nhiệt_đới', 'Trung_ương', 'cơ_sở', 'Đông_Anh'])]","['Hôm', 'sau', 'cô', 'đi', 'khám', 'tại', 'Trung_tâm', 'Y_tế', 'Hàng_không', ',', 'sau', 'đó', 'được', 'chuyển', 'vào', 'Bệnh_viện', 'Bệnh', 'nhiệt_đới', 'Trung_ương', 'cơ_sở', 'Đông_Anh', ',', 'tại', 'đây', 'bệnh_nhân', 'được', 'cách_ly', 'và', 'lấy', 'mẫu', 'làm', 'xét_nghiệm', 'lần', 'đầu', 'cho', 'kết_quả', 'dương_tính', 'nCoV', '.']"
211,[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'O', 'I-SYMPTOM_AND_DISEASE'], ['phổi', 'còn', 'tổn_thương'])]",[],[],"['Bệnh_nhân', 'vẫn', 'thở', 'máy', 'qua', 'ống', 'mở', 'khí_quản', ',', 'phổi', 'còn', 'tổn_thương', 'nhưng', 'oxy_hoá', 'máu', 'đã', 'cải_thiện', '.']"
212,"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['O', 'O', 'O', 'O'], ['chức_năng', 'nội', 'mô', 'suy_yếu'])]",[],[],[],[],"['Điều', 'đó', 'cũng', 'giải_thích', 'tại_sao', 'người', 'hút', 'thuốc', 'và', 'người', 'có', 'tiền_sử', 'bệnh', 'nền', 'có', 'chức_năng', 'nội', 'mô', 'suy_yếu', 'dễ', 'nhiễm', 'nCoV', 'hơn', '.']"
213,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Viện', 'Vệ_sinh', 'dịch_tễ', 'Tây_Nguyên'])]","['Kết_quả', 'xét', 'nhiệm', 'của', 'Viện', 'Vệ_sinh', 'dịch_tễ', 'Tây_Nguyên', ',', 'nữ', 'bệnh_nhân', 'dương_tính', 'nCoV', '.']"
